,Catogary,Id,0,1,2,3,4
0,0,test-img-0.jpg,-0.030725032091140747,-0.7110380927721659,1.6930631001790364,-2.2308201789855957,0.2372717633843422
1,0,test-img-1.jpg,-0.7061294714609782,-0.8761856555938721,3.7174379030863443,-2.4435834884643555,-1.1357942422231038
2,0,test-img-10.jpg,3.6737590630849204,-0.3424701392650604,-0.6769179056088129,-3.4524978001912436,-0.8400765856107076
3,0,test-img-100.jpg,-1.482036034266154,1.277034838994344,-2.058701515197754,-2.9517885049184165,3.7654851277669272
4,0,test-img-1000.jpg,-1.1502007643381755,0.412019282579422,3.844127655029297,-2.340932607650757,-1.7741065820058186
5,0,test-img-1001.jpg,2.8107431729634604,-0.038414180278778076,-1.2552213271458943,-2.4997239112854004,-0.26507816712061566
6,0,test-img-1002.jpg,6.333610534667969,-1.2142178614934285,0.48454713821411133,-5.0611982345581055,-2.3435657024383545
7,0,test-img-1003.jpg,5.280261993408203,-0.4953804016113281,-1.9545493920644124,-3.7954092025756836,-0.8294471104939779
8,0,test-img-1004.jpg,4.881886164347331,-0.8325637678305308,-2.277268091837565,-3.7337498664855957,0.14427914222081503
9,0,test-img-1005.jpg,-2.125417391459147,-0.9681923538446426,-0.15834782520929971,-3.21479066212972,4.526213645935059
10,0,test-img-1006.jpg,-0.5143764515717825,-1.1838359832763672,1.2409064769744873,-1.2909576098124187,0.6671150724093119
11,0,test-img-1007.jpg,2.567178249359131,0.37931875387827557,-1.9015029271443684,-3.244467576344808,0.647739181915919
12,0,test-img-1008.jpg,-1.314939260482788,-0.9687183250983556,-0.8406263391176859,3.946641127268473,-1.2998680273691814
13,0,test-img-1009.jpg,3.636282126108805,-1.5112479329109192,-1.3783307870229085,-1.2103273669878643,-0.7391190826892853
14,0,test-img-101.jpg,4.829747200012207,-1.682137926419576,-1.3357720375061035,-2.940368175506592,-0.3263749436785777
15,0,test-img-1010.jpg,-1.2430444955825806,-0.7592834631601969,1.1909548441569011,2.4159316221872964,-2.2291297912597656
16,0,test-img-1011.jpg,5.055612564086914,-0.3009061614672343,-3.2595887184143066,-3.6091666221618652,0.3466023902098338
17,0,test-img-1012.jpg,0.18739615877469382,-0.07589093347390492,4.351138432820638,-2.980388323465983,-2.574138561884562
18,0,test-img-1013.jpg,3.3269057273864746,-1.1594040989875793,-0.5367531379063925,-3.268003781636556,0.3797391951084137
19,0,test-img-1014.jpg,2.603177309036255,0.21796893576780954,-0.699947734673818,-3.18933900197347,-0.05587770541508993
20,0,test-img-1015.jpg,-0.8327835003534952,-1.364070733388265,-0.9724605878194174,3.8538805643717446,-1.0491769711176555
21,0,test-img-1016.jpg,-0.46227135757605237,1.0507033665974934,-1.9760785102844238,-3.4890662829081216,3.450199286142985
22,0,test-img-1017.jpg,5.719261805216472,0.8793935477733612,-2.3327342669169107,-4.371205647786458,-1.8764379819234211
23,0,test-img-1018.jpg,5.705014864603679,-0.34598352511723834,-1.8519859313964844,-2.693335215250651,-2.1807475090026855
24,0,test-img-1019.jpg,2.941375176111857,-0.7170168161392212,-0.9765128890673319,-2.7354321479797363,0.1722631057103475
25,0,test-img-102.jpg,-0.5991770128409067,-1.097209374109904,-0.7540493508179983,4.2381792068481445,-2.1653454303741455
26,0,test-img-1020.jpg,-1.0946238040924072,3.299553076426188,3.8621554374694824,-4.941626230875651,-2.398231267929077
27,0,test-img-1021.jpg,1.0733083486557007,4.2704470952351885,0.7942667404810587,-5.027567386627197,-2.187323252360026
28,0,test-img-1022.jpg,-0.13145353396733603,-1.8738487561543782,-1.4358337720235188,3.2079928716023765,-0.3213333810369174
